"year","lat","lon","sum_rad","avg_rad","distance","wdpa_pid_num"
2016,-61.05,-32.35,2.02993,2.02993,-34467.17636,555547601
2016,-61.05,-30.85,1.12308,1.12308,-84400.11544,555547601
2016,-61.05,-30.75,3.16055,3.16055,-87451.16696,555547601
2016,-61.05,-29.15,1.586234,0.793117,-127660.11788,555547601
2016,-61.05,-18.75,12101.5,12101.5,144209.1507,555547601
2016,-60.95,-36.55,15.28754,7.64377,158343.47831,555547601
2016,-60.95,-36.45,47.63283,9.526566,152810.33139,555547601
2016,-60.95,-36.35,7.74325,7.74325,147346.9537,555547601
2016,-60.95,-24.45,0.953946,0.953946,-149507.53147,555547601
2016,-60.85,-36.95,17.52466,8.76233,181074.67804,555547601
2016,-60.85,-36.85,7.79281,7.79281,175596.84897,555547601
2016,-60.85,-36.65,16.56562,5.52187333333333,164051.22889,555547601
2016,-60.85,-36.55,15.96467,7.982335,158268.5353,555547601
2016,-60.85,-36.45,52.13379,8.688965,152522.83805,555547601
2016,-60.85,-34.45,5.67172,5.67172,49686.21168,555547601
2016,-60.75,-36.95,38.84154,9.710385,180433.48127,555547601
2016,-60.75,-36.85,22.98717,7.66239,175032.59674,555547601
2016,-60.75,-36.75,7.88761,7.88761,169687.75188,555547601
2016,-60.75,-35.65,1.13663,1.13663,107329.14942,555547601
2016,-60.75,-33.85,0.807851,0.807851,21328.20815,555547601
2016,-60.75,-32.25,1.18699,1.18699,-54354.51987,555547601
2016,-60.65,-37.05,154.0245,22.0035,185385.32777,555547601
2016,-60.65,-36.95,62.67351,8.95335857142857,179724.29075,555547601
2016,-60.65,-36.85,143.33491,15.9261011111111,174119.21569,555547601
2016,-60.65,-36.45,11.9131,11.9131,152337.55297,555547601
2016,-60.65,-35.25,38.49495,7.69899,84497.30241,555547601
2016,-60.65,-34.75,0.659935,0.659935,59370.3766,555547601
2016,-60.65,-32.55,0.607165,0.607165,-45465.04189,555547601
2016,-60.65,-31.65,0.891335,0.891335,-81503.97283,555547601
2016,-60.65,-30.05,3.40666,3.40666,-134890.55604,555547601
2016,-60.65,-23.05,1.59101,1.59101,-124807.31207,555547601
2016,-60.65,-22.75,1.0436,1.0436,-110014.75869,555547601
2016,-60.65,-20.05,0.584802,0.584802,44522.50718,555547601
2016,-60.55,-36.95,140.7339,20.1048428571429,179659.20032,555547601
2016,-60.55,-36.85,33.5516,16.7758,173870.91485,555547601
2016,-60.55,-36.75,8.57447,8.57447,168112.39409,555547601
2016,-60.55,-36.65,19.32904,9.66452,162430.86201,555547601
2016,-60.55,-36.55,24.22503,12.112515,156789.39865,555547601
2016,-60.55,-36.45,52.23532,8.70588666666667,151199.83855,555547601
2016,-60.55,-36.35,8.27101,8.27101,145704.54217,555547601
2016,-60.55,-36.15,26.81091,8.93697,134822.5466,555547601
2016,-60.55,-36.05,34.84616,8.71154,129487.67258,555547601
2016,-60.55,-35.55,15.15806,7.57903,100860.44872,555547601
2016,-60.55,-34.85,15.49819,7.749095,61841.06193,555547601
2016,-60.55,-34.75,7.1492,7.1492,56879.64769,555547601
2016,-60.55,-33.85,1.05336,1.05336,13174.84609,555547601
2016,-60.55,-23.25,11.4782,11.4782,-143024.83828,555547601
2016,-60.55,-18.35,3.28186,3.28186,144682.02647,555547601
2016,-60.55,-18.15,0.650028,0.650028,157074.96944,555547601
2016,-60.45,-36.95,38.90367,19.451835,180254.24577,555547601
2016,-60.45,-36.85,25.70142,8.56714,174295.88264,555547601
2016,-60.45,-36.45,53.92982,10.785964,150869.83737,555547601
2016,-60.45,-36.35,56.11653,11.223306,145119.91361,555547601
2016,-60.45,-36.25,114.29894,12.6998822222222,139446.881,555547601
2016,-60.45,-36.05,17.70661,8.853305,128280.95699,555547601
2016,-60.45,-35.95,7.43938,7.43938,122850.55309,555547601
2016,-60.45,-35.65,8.52849,8.52849,106543.19333,555547601
2016,-60.45,-35.55,22.26415,7.42138333333333,101103.8877,555547601
2016,-60.45,-35.25,25.77696,8.59232,83756.47714,555547601
2016,-60.45,-35.15,7.4227,7.4227,77777.32762,555547601
2016,-60.45,-34.95,7.97882,7.97882,66059.18502,555547601
2016,-60.45,-33.45,1.06511,1.06511,-18130.45101,555547601
2016,-60.45,-29.25,3.40648,3.40648,-170740.93898,555547601
2016,-60.45,-28.05,1.18415,1.18415,-196203.73338,555547601
2016,-60.45,-26.65,4.839947,2.4199735,-213568.25549,555547601
2016,-60.45,-26.35,29501,29501,-218395.00915,555547601
2016,-60.45,-22.45,0.939467,0.939467,-111315.83509,555547601
2016,-60.45,-19.85,3.36181,3.36181,48749.64887,555547601
2016,-60.35,-36.95,17.8307,8.91535,181097.42861,555547601
2016,-60.35,-36.35,29.19393,9.73131,145268.68802,555547601
2016,-60.35,-36.05,25.42219,8.47406333333333,127736.6229,555547601
2016,-60.35,-35.25,7.88234,7.88234,83744.71125,555547601
2016,-60.35,-30.35,4.61281,4.61281,-147712.78685,555547601
2016,-60.35,-28.05,0.307014,0.307014,-203886.21349,555547601
2016,-60.35,-27.65,1.16605,1.16605,-211365.71505,555547601
2016,-60.35,-25.35,3.1235,1.56175,-220914.40803,555547601
2016,-60.35,-21.25,0.438844,0.438844,-50036.37188,555547601
2016,-60.25,-36.95,55.10836,13.77709,181810.90893,555547601
2016,-60.25,-36.85,16.13164,8.06582,175902.72863,555547601
2016,-60.25,-35.65,8.26791,8.26791,104452.22171,555547601
2016,-60.25,-34.55,7.38487,7.38487,43289.10866,555547601
2016,-60.25,-34.35,9.01566,9.01566,31277.17005,555547601
2016,-60.25,-26.35,3.65193,3.65193,-235271.11105,555547601
2016,-60.25,-22.95,1.4098,1.4098,-152736.75442,555547601
2016,-60.25,-21.35,2.75007,2.75007,-61222.90436,555547601
2016,-60.25,164.55,2.23208,2.23208,183607.35246,354086
2016,-60.15,-36.95,65.68475,13.13695,182560.45122,555547601
2016,-60.15,-36.85,27.01776,9.00592,176509.15353,555547601
2016,-60.15,-36.75,8.01839,8.01839,170478.69916,555547601
2016,-60.15,-36.65,7.72147,7.72147,164487.31045,555547601
2016,-60.15,-35.95,28.36228,7.09057,122862.34157,555547601
2016,-60.15,-35.35,6.65526,6.65526,86800.31643,555547601
2016,-60.15,-34.95,0.561388,0.561388,64534.69298,555547601
2016,-60.15,-25.75,1.32435,1.32435,-247064.73343,555547601
2016,-60.15,-22.85,0.622868,0.622868,-155849.21558,555547601
2016,-60.15,-21.95,4.16629,4.16629,-103041.1757,555547601
2016,-60.05,-36.95,132.50181,12.0456190909091,183324.94061,555547601
2016,-60.05,-36.85,74.96472,12.49412,177373.17534,555547601
2016,-60.05,-36.75,149.621,13.6019090909091,171477.58917,555547601
2016,-60.05,-36.65,86.48649,12.3552128571429,165484.84862,555547601
2016,-60.05,-36.55,45.09483,9.018966,159396.76823,555547601
2016,-60.05,-36.45,8.05343,8.05343,153318.60163,555547601
2016,-60.05,-35.95,8.16811,8.16811,123319.08087,555547601
2016,-60.05,-35.65,50.29923,8.383205,105626.83985,555547601
2016,-60.05,-35.35,7.27433,7.27433,87408.6752,555547601
2016,-60.05,-35.25,14.74978,7.37489,81323.59221,555547601
2016,-60.05,-26.25,1.42847,1.42847,-253573.4398,555547601
2016,-60.05,-23.45,0.441429,0.441429,-194323.86533,555547601
2016,-60.05,162.55,2.93981,2.93981,184005.78957,354086
2016,-60.05,162.75,2.66893,2.66893,178568.28965,354086
2016,-60.05,163.35,2.94953,2.94953,167353.53209,354086
2016,-60.05,165.95,2.985,2.985,176555.57148,354086
2016,-59.95,-39.55,39.74228,19.87114,184080.992,555547601
2016,-59.95,-39.45,60.15915,12.03183,182840.8158,555547601
2016,-59.95,-39.35,95.492,19.0984,181791.08946,555547601
2016,-59.95,-39.25,20.39268,10.19634,180900.06872,555547601
2016,-59.95,-39.15,37.3843,18.69215,180360.42815,555547601
2016,-59.95,-39.05,210.9412,30.1344571428571,179988.27273,555547601
2016,-59.95,-38.95,325.9767,54.32945,179807.83495,555547601
2016,-59.95,-38.85,76.4008,25.4669333333333,179794.19475,555547601
2016,-59.95,-38.75,236.2402,47.24804,179794.19475,555547601
2016,-59.95,-38.65,43.6549,14.5516333333333,179794.19475,555547601
2016,-59.95,-38.55,230.896,28.862,179794.19475,555547601
2016,-59.95,-38.45,81.1589,27.0529666666667,179794.19475,555547601
2016,-59.95,-38.35,183.4278,36.68556,179794.19475,555547601
2016,-59.95,-38.25,74.751,24.917,179794.19475,555547601
2016,-59.95,-38.05,15.3981,15.3981,179794.19475,555547601
2016,-59.95,-37.85,30.3102,15.1551,179794.19475,555547601
2016,-59.95,-37.75,125.3958,31.34895,179794.19475,555547601
2016,-59.95,-37.65,309.1787,30.91787,179794.19475,555547601
2016,-59.95,-37.55,208.7947,26.0993375,179794.19475,555547601
2016,-59.95,-37.45,226.50261,18.8752175,179794.19475,555547601
2016,-59.95,-37.35,235.88881,39.3148016666667,179794.19475,555547601
2016,-59.95,-37.25,162.39285,32.47857,179794.19475,555547601
2016,-59.95,-37.15,799.948,72.7225454545455,179794.19475,555547601
2016,-59.95,-37.05,72.12617,12.0210283333333,179735.08189,555547601
2016,-59.95,-36.95,161.2741,32.25482,179595.01585,555547601
2016,-59.95,-36.85,155.21804,22.1740057142857,176405.36005,555547601
2016,-59.95,-36.75,112.71478,18.7857966666667,172012.53927,555547601
2016,-59.95,-36.65,232.0522,21.0956545454545,166078.50111,555547601
2016,-59.95,-36.55,74.06712,10.5810171428571,160055.4636,555547601
2016,-59.95,-36.45,83.13462,10.3918275,154017.61533,555547601
2016,-59.95,-36.35,45.18562,9.037124,148003.00374,555547601
2016,-59.95,-36.05,38.94427,9.7360675,129991.81116,555547601
2016,-59.95,-35.95,62.59378,8.94196857142857,123924.9669,555547601
2016,-59.95,-35.75,0.324187,0.324187,111880.80387,555547601
2016,-59.95,-35.65,7.65893,7.65893,105944.47268,555547601
2016,-59.95,-35.55,15.2862,7.6431,100050.8681,555547601
2016,-59.95,-35.45,23.21267,11.606335,94029.92149,555547601
2016,-59.95,-35.35,67.90425,13.58085,88011.01401,555547601
2016,-59.95,-35.15,7.17336,7.17336,76093.44031,555547601
2016,-59.95,-26.65,0.61643,0.61643,-256959.5607,555547601
2016,-59.95,-19.25,1.84847,1.84847,67183.92103,555547601
2016,-59.95,-17.45,4.9157,4.9157,183925.72651,555547601
2016,-59.95,163.95,2.49689,2.49689,154994.19475,354086
2016,-59.85,-39.85,11.57533,5.787665,181744.7551,555547601
2016,-59.85,-39.75,2.17215,2.17215,179691.05704,555547601
2016,-59.85,-39.55,9.53172,9.53172,175987.10075,555547601
2016,-59.85,-39.45,90.740103,12.9628718571429,174442.30884,555547601
2016,-59.85,-39.35,138.6008,15.4000888888889,173132.92289,555547601
2016,-59.85,-39.25,69.268,23.0893333333333,172112.58062,555547601
2016,-59.85,-39.05,130.79605,18.68515,170692.02711,555547601
2016,-59.85,-38.95,84.569,28.1896666666667,170392.82668,555547601
2016,-59.85,-38.85,160.62763,22.9468042857143,170235.51935,555547601
2016,-59.85,-38.75,69.50979,23.16993,170235.51935,555547601
2016,-59.85,-38.65,99.79938,14.2570542857143,170235.51935,555547601
2016,-59.85,-38.55,279.6563,21.5120230769231,170235.51935,555547601
2016,-59.85,-38.45,252.5399,36.0771285714286,170235.51935,555547601
2016,-59.85,-38.35,45.2491,45.2491,170235.51935,555547601
2016,-59.85,-38.05,135.87579,27.175158,170235.51935,555547601
2016,-59.85,-37.95,368.8873,36.88873,170235.51935,555547601
2016,-59.85,-37.85,456.69475,32.6210535714286,170235.51935,555547601
2016,-59.85,-37.75,303.1542,27.5594727272727,170235.51935,555547601
2016,-59.85,-37.65,110.6145,27.653625,170235.51935,555547601
2016,-59.85,-37.55,162.7824,23.2546285714286,170235.51935,555547601
2016,-59.85,-37.45,162.5309,32.50618,170235.51935,555547601
2016,-59.85,-37.35,190.0228,23.75285,170235.51935,555547601
2016,-59.85,-37.25,587.28732,53.3897563636364,170235.51935,555547601
2016,-59.85,-37.15,118.7182,19.7863666666667,170235.51935,555547601
2016,-59.85,-37.05,168.555,24.0792857142857,170235.51935,555547601
2016,-59.85,-36.95,210.666,23.4073333333333,170235.51935,555547601
2016,-59.85,-36.85,167.271,33.4542,170073.67552,555547601
2016,-59.85,-36.75,180.1138,25.7305428571429,169123.14127,555547601
2016,-59.85,-36.65,157.3197,17.4799666666667,165639.63749,555547601
2016,-59.85,-36.55,10339.30702,3446.43567333333,160579.28566,555547601
2016,-59.85,-36.45,7.68071,7.68071,154557.76902,555547601
2016,-59.85,-36.35,8.57891,8.57891,148571.7738,555547601
2016,-59.85,-36.25,34.79784,8.69946,142615.55947,555547601
2016,-59.85,-36.15,78.15895,9.76986875,136735.53072,555547601
2016,-59.85,-36.05,32.15525,10.7184166666667,130757.02781,555547601
2016,-59.85,-35.95,25.98481,8.66160333333333,124670.01866,555547601
2016,-59.85,-35.65,16.36145,8.180725,106477.26105,555547601
2016,-59.85,-35.55,8.13619,8.13619,100416.03027,555547601
2016,-59.85,-35.45,59.46626,9.91104333333333,94361.0673,555547601
2016,-59.85,-35.35,80.2697,16.05394,88331.94688,555547601
2016,-59.85,-35.25,93.25454,13.3220771428571,82392.7257,555547601
2016,-59.85,-34.95,7.59804,7.59804,64819.85366,555547601
2016,-59.85,-34.75,13.77359,6.886795,52613.26717,555547601
2016,-59.85,-33.65,1.65048,1.65048,-17384.28868,555547601
2016,-59.85,-30.45,0.813633,0.813633,-170080.59232,555547601
2016,-59.85,-22.75,0.70935,0.70935,-167724.65578,555547601
2016,-59.85,-22.65,1.84215,1.84215,-161431.49206,555547601
2016,-59.85,-20.35,0.503197,0.503197,-16699.23656,555547601
2016,-59.85,-19.25,0.768644,0.768644,64780.38669,555547601
2016,-59.85,163.55,16.0007,16.0007,145435.51935,354086
2016,-59.85,164.05,2.73455,2.73455,145435.51935,354086
2016,-59.85,164.35,3.08186,3.08186,145620.51462,354086
2016,-59.85,165.55,2.99624,2.99624,157941.89459,354086
2016,-59.85,166.35,2.53827,2.53827,167333.37747,354086
2016,-59.75,-39.75,19.76497,9.882485,172128.49815,555547601
2016,-59.75,-39.65,10.1008,10.1008,170140.97519,555547601
2016,-59.75,-39.55,13.00843,6.504215,168072.2002,555547601
2016,-59.75,-39.35,63.9718,12.79436,164774.14752,555547601
2016,-59.75,-39.25,49.12504,12.28126,163404.0035,555547601
2016,-59.75,-39.15,56.4622,14.11555,162403.20031,555547601
2016,-59.75,-39.05,167.5886,20.948575,161601.82958,555547601
2016,-59.75,-38.95,79.46873,15.893746,160996.75547,555547601
2016,-59.75,-38.85,2.93118,2.93118,160781.40537,555547601
2016,-59.75,-38.75,76.4314,25.4771333333333,160666.41335,555547601
2016,-59.75,-38.65,135.04483,22.5074716666667,160666.41335,555547601
2016,-59.75,-38.55,19.4689,9.73445,160666.41335,555547601
2016,-59.75,-38.45,15.3204,15.3204,160666.41335,555547601
2016,-59.75,-38.35,123.5481,24.70962,160666.41335,555547601
2016,-59.75,-38.25,294.6263,32.7362555555556,160666.41335,555547601
2016,-59.75,-38.15,331.2642,36.8071333333333,160666.41335,555547601
2016,-59.75,-38.05,255.104,42.5173333333333,160666.41335,555547601
2016,-59.75,-37.95,568.8076,63.2008444444444,160666.41335,555547601
2016,-59.75,-37.85,333.4226,55.5704333333333,160666.41335,555547601
2016,-59.75,-37.75,157.7147,26.2857833333333,160666.41335,555547601
2016,-59.75,-37.65,87.5955,21.898875,160666.41335,555547601
2016,-59.75,-37.55,92.1229,23.030725,160666.41335,555547601
2016,-59.75,-37.45,318.6864,28.9714909090909,160666.41335,555547601
2016,-59.75,-37.35,150.2489,75.12445,160666.41335,555547601
2016,-59.75,-37.25,121.8537,60.92685,160666.41335,555547601
2016,-59.75,-36.95,173.7125,43.428125,160666.41335,555547601
2016,-59.75,-36.85,20.2565,20.2565,160666.41335,555547601
2016,-59.75,-36.65,124.94484,12.494484,160666.41335,555547601
2016,-59.75,-36.55,96.18459,12.02307375,158807.79553,555547601
2016,-59.75,-36.45,16.87754,8.43877,155224.84219,555547601
2016,-59.75,-36.35,43.90564,8.781128,149196.37779,555547601
2016,-59.75,-36.25,72.14851,12.0247516666667,143107.69131,555547601
2016,-59.75,-36.15,9.79295,9.79295,137022.96724,555547601
2016,-59.75,-36.05,30.30668,10.1022266666667,130967.93931,555547601
2016,-59.75,-35.95,40.5789,10.144725,124966.4344,555547601
2016,-59.75,-35.85,65.27712,9.32530285714286,119002.05481,555547601
2016,-59.75,-35.25,113.2035,18.86725,82915.63176,555547601
2016,-59.75,-34.85,8.58664,8.58664,58618.80773,555547601
2016,-59.75,-34.75,24.30501,8.10167,52783.0407,555547601
2016,-59.75,-32.15,8.14882,8.14882,-101837.94511,555547601
2016,-59.75,-27.55,0.432567,0.432567,-261740.53647,555547601
2016,-59.75,-25.55,1.35527,1.35527,-284215.50209,555547601
2016,-59.75,-17.85,1.31733,1.31733,153530.74941,555547601
2016,-59.75,163.15,1.74756,1.74756,135866.41335,354086
2016,-59.75,163.35,1.58991,1.58991,135866.41335,354086
2016,-59.75,165.15,1.26483,1.26483,148266.41335,354086
2016,-59.75,165.45,1.43183,1.43183,149356.24972,354086
2016,-59.75,165.65,2.63598,2.63598,151387.45494,354086
2016,-59.75,165.75,2.48278,2.48278,152882.88795,354086
2016,-59.65,-39.65,32.17255,8.0431375,162725.84399,555547601
2016,-59.65,-39.45,3.49861,1.749305,158485.88913,555547601
2016,-59.65,-39.25,58.0653,11.61306,155082.3084,555547601
2016,-59.65,-39.05,109.7466,18.2911,152663.21976,555547601
2016,-59.65,-38.95,70.3499,17.587475,151917.02124,555547601
2016,-59.65,-38.85,52.917,17.639,151369.09103,555547601
2016,-59.65,-38.75,66.0194,22.0064666666667,151153.24938,555547601
2016,-59.65,-38.65,61.3061,15.326525,151086.90508,555547601
2016,-59.65,-38.55,172.3712,24.6244571428571,151086.90508,555547601
2016,-59.65,-38.45,68.3462,17.08655,151086.90508,555547601
2016,-59.65,-38.35,137.88479,13.788479,151086.90508,555547601
2016,-59.65,-38.25,181.4483,20.1609222222222,151086.90508,555547601
2016,-59.65,-38.15,97.7405,32.5801666666667,151086.90508,555547601
2016,-59.65,-38.05,441.0326,63.0046571428571,151086.90508,555547601
2016,-59.65,-37.95,332.334192,47.4763131428571,151086.90508,555547601
2016,-59.65,-37.85,129.5503,32.387575,151086.90508,555547601
2016,-59.65,-37.75,190.5385,38.1077,151086.90508,555547601
2016,-59.65,-37.65,302.9723,30.29723,151086.90508,555547601
2016,-59.65,-37.55,26.9944,26.9944,151086.90508,555547601
2016,-59.65,-37.35,23.6704,23.6704,151086.90508,555547601
2016,-59.65,-37.25,85.8209,21.455225,151086.90508,555547601
2016,-59.65,-37.15,29.2734,29.2734,151086.90508,555547601
2016,-59.65,-37.05,13.1546,13.1546,151086.90508,555547601
2016,-59.65,-36.95,16.02909,8.014545,151086.90508,555547601
2016,-59.65,-36.85,20.93407,10.467035,151086.90508,555547601
2016,-59.65,-36.75,44.98983,8.997966,151086.90508,555547601
2016,-59.65,-36.65,98.63085,12.32885625,151086.90508,555547601
2016,-59.65,-36.55,229.48481,16.3917721428571,150997.92318,555547601
2016,-59.65,-36.45,14.1273,14.1273,150611.49111,555547601
2016,-59.65,-36.35,82.3781,13.7296833333333,147930.71289,555547601
2016,-59.65,-36.05,199.845643,14.2746887857143,131946.57061,555547601
2016,-59.65,-35.95,61.12825,15.2820625,125805.47468,555547601
2016,-59.65,-35.75,7.62198,7.62198,113510.0088,555547601
